ID,Level 1 (TOP TERMS),Level 2 (BROADER TERM),SYNONYMS,DESCRIPTION,Sport England TT,SportSuite TT,EMD TT,SE BT,SS TT,EMD TT,SE Recognised TT?,SE Recognised BT?
90611f8f-fea2-402e-827f-41b487a5f3a0,Holistic Classes,Hatha Yoga,,Hatha Yoga stretches are referred to as 'postures' that are performed slowly and gently rather than energetically and is suitable for all levels.,No,No,No,No,Level 2,Level 2,No,No
431d5bfd-7ffc-4324-bc69-1c039c7008e1,Holistic Classes,Iyengar Yoga,,,No,No,No,No,No,Level 2,No,No
abe7a21d-1dfe-4d5e-9007-a4e09f1970b0,Holistic Classes,Jukari Fit To Flex,,,No,No,No,No,No,Level 2,No,No
11b06df1-ccf5-4176-b1be-b4c39c5377c7,Holistic Classes,Lishi,,,No,No,No,No,No,Level 2,No,No
0c2a1e6b-4b02-4b8a-ae6d-59f225ff5341,Holistic Classes,Meditation,,,No,No,No,No,No,Level 2,No,No
72ab185f-cd57-44da-a310-753fd2646d40,Holistic Classes,Nova,,,No,No,No,No,No,Level 2,No,No
3a6b1c08-7aa6-48d4-9690-dca9e0133057,Holistic Classes,Pilates,,"Pilates improves flexibility, builds strength and develops control and endurance in the body.",No,No,No,Level 1,Level 1,Level 2,No,No
675f5977-68a3-433a-9bb5-20278bd94e0c,Holistic Classes,Piyo®,,,No,No,No,No,No,Level 2,No,No
c5e5beaf-0af7-4f43-a28f-6f4ef0e6da92,Holistic Classes,Qigong,,"Qigong practices can be classified as martial, medical, or spiritual.",No,No,No,No,Level 1,No,No,Yes
ed91a872-e006-424d-9e94-a0d7bdec5df9,Holistic Classes,Stretch And Tone,,,No,No,No,No,No,Level 2,No,No
da71f513-a3b3-44f5-8268-c45f92fdcd55,Holistic Classes,Stretch Class,,,No,No,No,No,No,Level 2,No,No
c16df6ed-a4a0-4275-a8c3-1c8cff56856f,Holistic Classes,Tai Chi,,Tai chi combines deep breathing and relaxation with slow and gentle movements.,No,No,No,Level 1,Level 1,Level 2,No,No
97d38fa5-70bd-4c69-acc9-e08c885aab7b,Holistic Classes,Trigger Point,,,No,No,No,No,No,Level 2,No,No
bf1a5e00-cdcf-465d-8c5a-6f57040b7f7e,Holistic Classes,Yoga,,"Yoga is an ancient form of exercise that focuses on strength, flexibility and breathing to boost physical and mental wellbeing.",No,No,No,Level 1,Level 1,Level 2,No,Yes
e94cfd93-802d-49d9-8f47-190a385ade1c,Holistic Classes,Yogalates™,,,No,No,No,No,No,Level 2,No,No
102dc002-f755-4b79-8484-562c45391d8e,Hovering,,Hover Boarding,,Level 1,No,No,,,,No,
9c1e407a-6635-4e8c-b36d-b3c20e982e16,Horseball,,,,No,Level 1,No,,,,Yes,
d82e1366-afab-4c87-b94e-6b5372733b13,Ice Hockey,,,A six-a-side game on ice that involves trying to get the puck in your opponents net using your stick.,Level 1,Level 1,No,,,,Yes,
0b276929-8b33-4807-9f5e-687c8bb2c2f9,Ice Skating,,,Ice skating involves dancing or racing on ice.,Level 1,Level 1,No,,,,Yes,
ac029612-6f4a-45fe-b446-cbec44efadd2,Ice Skating,Figure Skating,Artistic skating,"Figure skating involves performing on ice as an individual, duo or in a group.",Level 1,Level 1,No,No,Level 2,No,Yes,No
7e78f18b-e0b6-4196-a0f7-5bb0f1a87962,Ice Skating,Speed Skating,,Speed skating involves skating round a circuit as fast as possible to win the race.,Level 1,Level 1,No,Level 2,Level 2,No,Yes,No
c07d63a0-8eb9-4602-8bcc-23be6deb8f83,Jet Skiing,,,,Level 1,No,No,,,,No,
75f342fd-a42a-4c64-b583-c08a43ff4c94,Ju-Jitsu,,,A defensive martial art.,Level 1,Level 1,No,,,,No,
1653aaaf-cb1e-4611-b45e-95a32d4a7db5,Judo,,,Judo is an dynamic combat sport represented in the Olympics.,Level 1,Level 1,No,,,,Yes,
7721dfe3-924f-4d15-b5f3-2fe09cd08279,Kabaddi,,,,Level 1,No,No,,,,Yes,
50e6f8dc-59a8-4899-af75-7ac344a85a06,Karate,,,Karate is a striking martial art,Level 1,Level 1,No,,,,Yes,
23f49068-d508-4f7e-9f83-09878f9fb4f8,Karting,,,,Level 1,No,No,,,,Yes,
598ceb23-216c-4f8a-9a7a-0eef6e3a4ae8,Kayaking,,,In all forms of kayaking you use a double bladed paddle and will be in a seated position with your legs in front of you.,Level 1,Level 1,No,,,,No,
a9e57033-47f4-4247-af62-15fbbc8d0628,Kendo,,,,Level 1,Level 1,No,,,,Yes,
6901af47-aed9-45e4-8d9f-fc71199a64df,Kickboxing,,,Kickboxing is a martial art that predominately involves kicking.,No,Level 1,Level 2,,,,No,
864619d9-0b10-4860-97cc-c31de79b2347,Kite Surfing,,,,Level 1,No,No,,,,Yes,
657aa7cf-d879-498d-93c2-f762ffaac5e9,Kobudo,,,Kobudo is a multi-weapon martial art.,No,Level 1,No,,,,No,
43d4bed6-f379-4a0d-9d29-e834c7ad759e,Korfball,,,Korfball is a fast-paced and dynamic game that is the only truly mixed team ball sport in the world.,Level 1,Level 1,No,,,,Yes,
6fd10510-8569-4759-b876-58d51c2e5c0b,Krav Maga,,,,No,Level 1,No,,,,No,
831828a2-b7de-4a6a-81dd-0bec66ba1163,Kung Fu,,Gongfu,Kung Fu is a Chinese Martial Art used for self-defense.,Level 1,Level 1,No,,,,Yes,
a6aa92a5-fd6f-42a0-a4c0-788410c68db0,Lacrosse,,,"Lacrosse is a team game where goals are scored by shooting a ball into a net, using a stick with a pocket on the end, called a crosse.",Level 1,Level 1,No,,,,Yes,
879a76f4-4403-45d1-9fa3-76f387407787,Land Sailing,,Land Yachting,,Level 1,No,No,,,,No,
73c73572-f86d-4ecf-b0c0-2f442cf15e19,Land Sailing,Sand Yachting,,,Level 1,No,No,Level 2,No,No,No,No
645a7c05-799a-4f43-8920-261eb11cf1f1,Lifesaving Sport,,"Life-saving, Surf Life Saving",Lifesaving Sport is a competitive sport that gives you the opportunity to compete with fellow lifesavers and grow your essential lifesaving skills.,No,Level 1,No,,,,No,
6e50edf5-250e-4704-adad-7d8192b58555,Luge,,,,Level 1,No,No,,,,Yes,
38fb5265-2234-4499-b930-ee6d132f72d8,Mixed Martial Arts,,MMA,Mixed Martial Arts is a full-contact combat sport,No,Level 1,No,,,,No,
ae5a96a7-b4a6-417b-b0f6-7e863bae02de,Modern Pentathlon,,,Modern Pentathlon is a multi-discipline sport,Level 1,Level 1,No,,,,Yes,
41cab644-c5c3-4029-96fe-0ebe658c15c3,Motor Sport,,"Motor Racing, Motor Cruising",Motorsport is a group of motorised racing sports.,No,Level 1,No,,,,No,
fa7229ad-8aa1-4a02-b8aa-c19ba2ebdc34,Motor Sport,Motor Cycling,"Motorcycle racing,Motorbike racing",,No,Level 1,No,Level 1,No,No,No,Yes
cdf2c689-1d5c-4b09-b155-9887e468bf1b,Motor Sport,Speedway,Speed way,"Speedway bikes have no brakes, just one gear, a clutch and 500cc engines which run on methanol fuel",No,Level 1,No,No,Level 1,No,No,Yes
8302ec84-3d0b-44cb-b622-254596d37086,Mountain Biking,,,Mountain biking involves cycling off road.,Level 2,Level 2,No,,,,Yes,
5fba2a76-07ee-4f99-b243-018245b0200d,Mountaineering,,,A combination of hill walking and scrambling to climb a mountain,Level 1,Level 1,No,,,,Yes,
a570d2bd-f6e3-4838-9c7f-cb5c458dcd19,Muay Thai,,,Muay Thai is a form of martial arts and orginates from Thailand.,Level 1,Level 1,No,,,,No,
261395e5-9e11-4348-8bef-e0fafef0e765,Multi Fitness,,,,No,No,Level 1,,,,No,
6971ba4b-60e9-4f94-b11f-1f6436a88451,Multi Fitness,Block Fit,,,No,No,Level 1,No,No,Level 2,No,No
bc11138d-741a-4eff-aca0-a72f579ec037,Multi Fitness,BODY VIVE®,,,No,No,Level 1,No,No,Level 2,No,No
fe3465a2-3a1e-458e-a48b-fc117350e5a7,Multi Fitness,Bootcamp,,,No,No,Level 1,Level 1,No,Level 2,No,No
31853d3e-0583-43b1-a8b4-867d9ed85e97,Multi Fitness,British Military Fitness,,,No,No,Level 1,No,No,Level 2,No,No
d22d1d7d-8a2f-4e18-88c8-80abcbdded9d,Multi Fitness,Circuit Training,,,No,No,Level 1,Level 1,Level 1,Level 2,No,No
09ed21f1-c969-434d-8866-7ff5c8b83ef9,Multi Fitness,Cross Fit,,,No,No,Level 1,No,No,Level 2,No,No
aff38834-4a9c-4ec3-b7e4-7089126b6498,Multi Fitness,Hour of Power,,,No,No,Level 1,No,No,Level 2,No,No
7231ae66-c9f4-4e1a-9bab-e454323c0b35,Multi Fitness,Interval Training,,,No,No,Level 1,No,No,Level 2,No,No
22ca9f17-edda-4425-b905-3867e19d4873,Multi Fitness,Personal Training,,,No,No,Level 1,No,No,Level 2,No,No
0771fcb2-b5f7-4247-8d54-90648c839d46,Multi Fitness,Piloxing,,,No,No,Level 1,No,No,Level 2,No,No
50757d48-19b8-4121-a8a8-25c16b33e567,Multi Fitness,PiYo®,,,No,No,Level 1,No,No,Level 2,No,No
f582e0e9-459b-4425-b8c7-e7f03e4d92fb,Multi Fitness,Yoga Rave,,,No,No,Level 1,No,No,Level 2,No,No
377ea9ea-656f-4d7f-8cba-034e30572c72,Multi Fitness,Zumba Strong®,,,No,No,Level 1,No,No,Level 2,No,No
fbdc35a8-3dd0-40ee-a7ca-6ff40b3e5f90,Netball,,,Netball is a team game which involves shooting a ball through a hoop,Level 1,Level 1,No,,,,Yes,
704a7e7f-8a3b-411f-8c9e-175815eaddaf,Ninjutsu,,,Ninjitsu is the ancient art of the ninja shadow warriors of Japan.,No,Level 1,No,,,,No,
5ce47e82-8db6-4610-b8d1-9ba407a8f2af,Obstacle Course Racing,,,,Level 1,No,No,,,,No,
de9d4baf-b19e-4cb3-a7fc-c9ea9c83ac88,Octopush,,Underwater Hockey,Octopush is underwater hockey,Level 1,Level 1,No,,,,No,
b2d5619e-56a7-4c40-b691-7f946f6ff5df,Orienteering,,,Orienteering is a challenging outdoor adventure sport,Level 1,Level 1,No,,,,Yes,
74d78e37-1a40-4856-8dcb-db356e1b8b4c,Parachuting,,,,Level 1,No,No,,,,Yes,
293f2c7f-19fd-4db1-921c-e37867ae9839,Parkour,,Free Running,"Parkour / Freerunning / Art du Deplacement is the non-competitive physical discipline of training to move freely over and through any terrain using only the abilities of the body, principally through running, jumping, climbing and quadrupedal movement.",Level 1,Level 1,No,,,,No,
fc435509-332a-41db-b204-0da4153cf4f6,Petanque,,,Pétanque is a form of boules normally played on hard dirt or gravel,Level 1,Level 1,No,,,,Yes,
94bd797c-839b-4aa6-a717-c6465832c854,Paintball,,,,No,Level 1,No,,,,No,
d354b58e-0c97-47c8-92cb-937b91d56eef,Pickleball,,,"A paddle sport created for all ages and skill levels. The rules are simple and the game is easy for beginners to learn, but can develop into a quick, fast-paced, competitive game for experienced players.",No,Level 1,No,,,,No,
7c025ef0-a1a5-4783-9e74-0eedbc7e2983,Polo,,,Equestrian team sport.,Level 1,Level 2,No,,,,Yes,
b6dfca91-022a-4880-aec8-47962e077a1f,Polocrosse,,,,Level 2,No,No,,,,Yes,
e59508cf-67d1-4364-9cc4-e866f1f51405,Polybat,,,"Polybat endeavours to provide youngsters with more severe impairments, who cannot play recreational table tennis, with a suitable bat/ball net type game (with the net removed).",No,Level 2,No,,,,No,
16640aee-2d2e-41c9-92e2-175f605d308f,Powerkiting,,,,No,Level 1,No,,,,No,
76f7d884-ca72-4005-a5cb-47cc00649c7c,Quoits,,,,Level 1,No,No,,,,Yes,
32225241-1c8c-4ba3-b540-22b710433c18,Racketball,,,Racketball is played on any regular squash court and is similar to squash.,Level 1,Level 1,No,,,,Yes,
f508fd6d-26ea-4004-b489-6ae1fadb14e4,Rafting,,,,Level 1,No,No,,,,No,
2ba0661d-fd28-479d-b00c-d48264330c68,Rafting,White Water Rafting,,White water rafting is a sport which uses an inflatable raft to navigate a rough river with a team steered by a tour guide at the stern.,Level 1,No,No,Level 2,Level 2,No,No,No
3cdf195b-a971-4dfa-9602-c2c24da2100c,Rafting,Wild Water Rafting,,,Level 1,No,No,Level 2,No,No,No,No
ef19cbfc-1e0a-4d1e-9a63-cec70474d322,Real Tennis,,,,Level 1,No,No,,,,Yes,
c73c51cd-bf1f-4f96-b16a-c06bcfabd844,Roller Derby,,,Roller Derby is an all-girl contact sports.,Level 1,Level 1,No,,,,Yes,
f2b21bb0-07a1-4333-9ae3-bd8d089c9490,Roller Hockey,,,"Roller hockey is a form of hockey played on a dry surface using roller skates, skates with wheels.",Level 1,Level 2,No,,,,Yes,
7e5cb3ee-8c91-4f85-8c97-e335e0013eb3,Roller Blading,,"Rollerskating, Rollerblading, Roller Skating",Travelling using skates with wheels.,Level 1,No,No,,,,No,
36a18949-a10f-4161-9ac0-2fb7ae7f250f,Rollerskiing,,,"Roller skiing is an off-snow equivalent to cross-country skiing that takes place on smooth surfaces such as paths in parks, safe roads and cycle tracks.",No,Level 1,No,,,,No,
212e6f20-e6f7-4724-96dc-b5a51f913380,Rounders,,,"The sport of Rounders is a fun, exciting, striking and fielding team game, where points known as 'Rounders' are scored by a player hitting a ball and then completing a circuit of the track.",Level 1,Level 1,No,,,,Yes,
d2733a1c-662c-427a-a270-400171c07320,Rowing,,,"Rowing can be either recreational or competitive, indoor or outdoor.",Level 1,Level 1,No,,,,Yes,
a7f0a364-a496-4446-aec6-594a629353b3,Rugby League,,,"Rugby league is a full contact game, played by two teams of 13 players.",Level 1,Level 1,No,,,,Yes,
31d6ca75-4844-4899-8da7-a61ca9d10c5f,Rugby League,Tag Rugby League,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
9e143963-8f17-41ab-8915-3828c5a9ddae,Rugby Union,,,Rugby union is a contact sport where aim is to use the ball to score more points than the other team.,Level 1,Level 1,No,,,,Yes,
d82e0c3c-4c91-4da9-9b2d-05915c6d8965,Rugby Union,Rugby Sevens,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
ddea86a8-e3c5-4a95-adea-9ec2c909bdba,Rugby Union,Tag Rugby Union,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
71b5aaaa-72d7-43c5-82d8-3157021e7cb6,Rugby Union,Touch Rugby League,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
dc8b8b2b-0a83-403f-863a-4ec05ebb2410,Rugby Union,Touch Rugby Union,Touch Rugby,"Touch rugby differs from rugby through the method of tackling which involves touching the opponents using their hands on any part of the body, clothing, or the ball.",Level 1,Level 1,No,Level 2,No,No,Yes,No
72ddb2dc-7d75-424e-880a-d90eabe91381,Running,,,Running is a form of exercise that can be done at anytime and anywhere.,Level 1,Level 1,No,,,,No,
90346371-03e3-47c8-a25d-07e976b4a4c8,Running,Fell Running,,,Level 1,Level 1,No,Level 2,No,No,No,No
6bb8b844-df3e-4cae-bf5f-3e129c6b1a9d,Sailing,,Yachting,"Sailing and windsurfing are two great sports for getting you active and energetic, outside in the fresh air.",Level 1,Level 1,No,,,,Yes,
d440bf42-cdf0-4cc5-a61e-128625532648,Sailing,Sailability,,Sailing is one of the very few sports in which able-bodied sailors and disabled sailors can participate on equal terms.,Level 1,Level 1,No,No,Level 2,No,Yes,No
72fa98e5-9129-4c7a-b4f3-f5cec788b719,Sailing,Powerboating,,,Level 1,Level 1,No,Level 2,No,No,Yes,Yes
6c1fed1c-7576-4b04-acfd-ca1d1cac6707,Scuba Diving,,Sub Aqua,Scuba diving is a form of underwater diving in which a diver uses a self-contained underwater breathing apparatus (scuba) to breathe underwater.,Level 1,Level 1,No,,,,No,
d279360d-4c00-42c0-816e-be361ce5cd19,Shinty,,,,Level 1,No,No,,,,Yes,
36359d6f-33ab-44c3-80c0-4076b57c9fed,Shooting,,,"Target shooting today is a popular sport, comprising over 41 different disciplines across 3 main categories (Fullbore Rifle & Pistol, Small-bore Rifle & Pistol, and Shotgun)",Level 1,Level 1,No,,,,Yes,
0a9e77ca-ef73-4221-abd9-c3d1485d6ec6,Shooting,Clay Pigeon,,Clay pigeon shooting is the art of shooting at special flying targets with a shotgun.,Level 1,Level 1,No,Level 2,No,No,Yes,No
c62b4571-d717-47a8-978a-453a175e049e,Shooting,Clay Target,Clay Target Shooting,,Level 1,Level 1,No,Level 2,No,No,Yes,Yes
f1d9b809-d7fd-4c9b-9e16-c9b090377521,Shooting,Air,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
a202df8a-a1b1-46c3-bdd8-4e72e4f6ec1e,Shooting,Airgun,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
3c6a077b-da02-4519-aa87-b2a114669f56,Shooting,Crossbow,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
b9f1a766-fdb8-4bb4-9a9d-b86317b20819,Shooting,Muzzle loading,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
b4eeb751-9e31-4308-9296-1c7965fbef40,Shooting,Pistol,,,Level 1,Level 1,No,Level 2,No,No,Yes,Yes
d1bee9bf-b637-4e7a-bb73-1425047744fe,Shooting,Rifle,,,Level 1,Level 1,No,Level 2,No,No,Yes,Yes
a653dcda-a3b4-4a68-9d00-87b0b4335c66,Shooting,Shotgun,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
1f6438b9-d1da-46b3-aa6d-3cd140391567,Shooting,Target Shooting,,,Level 1,Level 1,No,No,No,No,Yes,No
50feff1b-790f-4f0f-9c07-0314557897c4,Skateboarding,,,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,Level 1,Level 1,No,,,,Yes,
eed5e947-6e67-44e8-a0c0-c5c640e1edbe,Skeleton Racing,,,,Level 1,No,No,,,,No,
3a25e627-27b4-4f2b-ae93-4caf8278b02c,Skiing,,,"Skiing is a popular sport that takes place on snow, artificial surfaces and more recently, on indoor artificial snow slopes. It can be undertaken as a leisure activity or competitive sport and is suitable for most ages.",Level 1,Level 1,No,,,,Yes,
5ab8e88a-fbec-4ff7-b878-dff1ca0ba841,Skiing,Alpine Ski Racing,,,Level 1,Level 1,No,No,Level 2,No,Yes,No
f21b5af1-e230-47d4-a58a-858caee30691,Skiing,Alpine Skiing,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
f9b01e23-68b4-4a60-a2d3-2efcd248ba7c,Skiing,Cross Country Skiing,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
9bb258e2-57f2-423e-8dd8-a3796df1cfd1,Skiing,Nordic Skiing,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
84cfc236-7934-4668-9206-dbd753254a20,Snorkelling,,,,Level 1,Level 1,No,,,,No,
7baa967e-87db-4346-84f8-5045ed49fd6a,Snowboarding,,,"Snowboarding combines elements of skiing, skateboarding and surfing.",Level 1,Level 1,No,,,,Yes,
23fe7a44-f2f8-47d0-bc25-f381a99632a4,Snowboarding,Freestyle Snowboarding,,,Level 1,Level 1,No,No,Level 2,No,Yes,No
e384bb86-3236-4881-8d32-69ea44331a8d,Snowboarding,Snowboard Racing,,,Level 1,Level 1,No,No,Level 2,No,Yes,No
ec1475e3-6ae4-4187-a492-8f821fbc2faa,Softball,,,"Softball is a direct descendant of Baseball, only the ball is bigger and the game is more fun.",Level 1,Level 1,No,,,,Yes,
9f80ffea-d562-4118-a767-c03095bdfd27,Sombo,,,,Level 1,No,No,,,,Yes,
b7845b8a-4c0c-4a8f-93d3-d41d62eec889,Squash,,,The game is played by two players (or four players for doubles) with standard rackets in a four-walled court with a small hollow rubber ball.,Level 1,Level 1,No,,,,Yes,
2492ce31-e85c-4ba4-b11b-f497bf7598b5,Stoolball,,,"Stoolball is a team sport, similar to Twenty20 cricket.",Level 1,Level 1,No,,,,Yes,
4fc77761-16a2-47df-bd96-39a3f205bfa7,Strength & Conditioning Classes,,,,No,No,No,,,,No,
741097ba-21a0-4b7b-8099-86ddb562458a,Strength & Conditioning Classes,Abs/Core,Core,,No,No,No,No,No,Level 2,No,No
b0eb3e2b-8297-4d86-96f2-e07b725b2fe4,Strength & Conditioning Classes,Aerial Discipline,,"Aerial discipline is a collections of aerial activities which include the use of vertical rope, silks tissu, straps, static trapeze and hoop.",No,No,No,No,Level 2,Level 2,No,No
85b1e6ad-797f-4879-960e-eb4612da7c9d,Strength & Conditioning Classes,Animal Flow®,,,No,No,No,No,No,Level 2,No,No
f3a673fe-1c88-48c1-b3ec-9dc749934cc2,Strength & Conditioning Classes,Beam Fit,,,No,No,No,No,No,Level 2,No,No
f25c050b-b454-4b6c-9301-f696f787c8f2,Strength & Conditioning Classes,Body Conditioining,,,No,No,No,No,No,Level 2,No,No
5e78bcbe-36db-425a-9064-bf96d09cc351,Strength & Conditioning Classes,Bodypump™,Bodypump,BODYPUMPâ„¢ is using light to moderate weights with lots of repetition to provide a total body workout.,No,No,No,No,No,Level 2,No,No
ead300ad-a399-4768-b7ad-59e09fbe29fc,Strength & Conditioning Classes,Bosu®,,,No,No,No,No,No,Level 2,No,No
25b963ea-e01e-4fd9-ba38-275f1d278ed6,Strength & Conditioning Classes,Boxercise,,"Boxercise is an effective form of cross training that incorporates a combination of boxing movements and aerobics. This makes a fun alternative and also improves rhythm, co-ordination as well as burning calories!",No,No,No,Level 2,Level 1,Level 2,No,No
9b84edd8-1934-409a-965e-77a74e9b3609,Strength & Conditioning Classes,Boxfit,,The Boxfit classes are an all-level circuit training class.,No,No,No,No,Level 2,Level 2,No,No
cb09c9da-93e1-4d39-83af-b7565971d2de,Strength & Conditioning Classes,Core Stability,,,No,No,No,No,No,Level 2,No,No
6b533564-ee1d-4e6e-9532-b07f8b5ef60d,Strength & Conditioning Classes,Cx Worx™,,,No,No,No,No,No,Level 2,No,No
ea5f74c7-6d69-44c5-8bdc-42e46488f4e0,Strength & Conditioning Classes,Extend,,,No,No,No,No,No,Level 2,No,No
e6d04eaa-a1b9-4e5f-97a3-445783f51bae,Strength & Conditioning Classes,Fabs,,,No,No,No,No,No,Level 2,No,No
5ad9ab0b-dda5-4028-94a0-f3c205734a2d,Strength & Conditioning Classes,Fight Fx,,,No,No,No,No,No,Level 2,No,No
e30df90a-fd99-4545-b5fe-2f8a34a01eae,Strength & Conditioning Classes,Fitball,,,No,No,No,No,No,Level 2,No,No
c31ac4c7-5c95-4915-8528-adebaacbb39d,Strength & Conditioning Classes,Flexibar,,,No,No,No,No,No,Level 2,No,No
17f3ff8c-5c3a-4918-a71f-6028946d4a44,Strength & Conditioning Classes,Generic,,,No,No,No,No,No,Level 2,No,No
fa2d7665-bb7f-4596-a157-e08c975d6073,Strength & Conditioning Classes,Kettlebells,"Kettlebell, Kettlebell training",Kettlebell classes use a cast iron weight with a handle to perform exercises to core muscle groups to develops dynamic strength.,No,No,No,No,No,Level 2,No,No
039d64f4-3d6a-4f11-aaa7-79d887be423f,Strength & Conditioning Classes,Kettlercise,,,No,No,No,No,No,Level 2,No,No
ffdcfccf-fa85-4e11-9a83-257b7bb7b07b,Strength & Conditioning Classes,Legs Bums And Tums,"""Legs, bums and tums""","This class focuses on toning up legs, bums and tums.",No,No,No,No,No,Level 2,No,No
87b7d180-d8c0-4721-adf6-9a257c164421,Strength & Conditioning Classes,Medicine Ball,,"A class using a Swiss ball to work on core strengthening, including the abdominal muscles which help to improve your balance.",No,No,No,No,Level 2,Level 2,No,No
72871f24-fdcd-4a88-9400-9cb08b911e70,Strength & Conditioning Classes,Otago,,,No,No,No,No,No,Level 2,No,No
fb4c0f65-7b9b-438b-b215-65013d2edb7c,Strength & Conditioning Classes,Power Plate,,,No,No,No,No,No,Level 2,No,No
c58fb951-3607-42b7-b5d6-baf2b5d70a98,Strength & Conditioning Classes,Powerbags,,,No,No,No,No,No,Level 2,No,No
fb7409ae-0e69-4b65-8406-bab8f40b522c,Strength & Conditioning Classes,Powerhoop,,,No,No,No,No,No,Level 2,No,No
4b9c1b69-ae55-43c7-9f27-7444e3c56ee5,Strength & Conditioning Classes,Pump Fx,,,No,No,No,No,No,Level 2,No,No
1b88144e-91cf-4642-8e6a-8e4524f7c56f,Strength & Conditioning Classes,Self Defence,,,No,No,No,No,No,Level 2,No,No
1c34e4a5-d36a-4c04-a9bf-03586524d93d,Strength & Conditioning Classes,Swiss Ball,,,No,No,No,No,No,Level 2,No,No
c3d3f498-e7f0-4b80-be4e-ee11da9b5765,Strength & Conditioning Classes,Trx®,,,No,No,No,No,No,Level 2,No,No
f801638f-bf5a-44b9-8cf8-a47b44791480,Strength & Conditioning Classes,Vipr,,,No,No,No,No,No,Level 2,No,No
25905e33-e0a3-466c-986e-aaed6bccdaef,Strength & Conditioning Classes,Weight Training,,,No,No,No,No,No,Level 2,No,No
ba5381a0-c981-4879-9b44-8b18e922c412,Surfing,,,Surfing is a surface water sport in which a person rides on a moving wave on a surf board.,Level 1,Level 1,No,,,,Yes,
743dcd77-ea4b-4399-bc5c-ccb9b0fb8520,Surfing,Board Surfing,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
f5d80681-f6e0-487e-8173-ed2a7c277347,Surfing,Body Boarding,,,Level 1,Level 1,No,Level 1,No,No,Yes,No
4e91a965-67da-4135-8787-4bfe3bd1a6e2,Surfing,Body Surfing,,,Level 1,Level 1,No,Level 2,No,No,Yes,No
12e7315a-3182-415b-aaf3-923d23adfdf8,Surfing,Stand Up Paddleboarding,,"Unlike traditional surfing where the rider is sitting until a wave comes, stand up paddle boarders maintain an upright stance on their boards and use a paddle to propel themselves through the water.",Level 1,Level 1,No,No,Level 2,No,Yes,No
2750229d-b725-4171-9276-376be913957c,Swimming,,,Swimming is an excellent form of exercise as it gives a full-body workout.,Level 1,Level 1,No,,,,Yes,
35bf3588-f547-482f-a6f2-3e42cbc9691e,Swimming,Synchronised Swimming,,"Synchronised swimming (synchro) is an exciting mixture of swimming, dance and gymnastics performed mostly by women.",Level 1,Level 1,No,No,Level 2,No,Yes,No
84448fa6-6e63-49dc-8659-737bd6b24710,Systema,,,,No,Level 1,No,,,,No,
a05b8aae-2dd1-4869-89a4-6255b197be77,Tang Soo Do,,,,Level 1,No,No,,,,Yes,
1a05993d-b206-4efe-85da-646fa340bdf4,Table Tennis,,,Table tennis is an Olympic sport where two for four players hit a ball with paddles back and forth to each other on a table which is divided with a net.,Level 1,Level 1,No,,,,Yes,
9bc83d83-c651-4f37-b7e8-8ae4885d1899,Taekwondo,,,Taekwondo is a Korean martial art.,Level 1,Level 1,No,,,,Yes,
2042c328-e002-4055-81d3-9c07a7b2c2f4,Tchoukball,,,"Tchoukball is a fast and exciting sport that is typically played indoors however beach, grass and wheel chair versions are great alternatives",No,Level 1,No,,,,No,
1caf9e44-b0b0-43ed-82e3-066f45637d07,Ten-Pin Bowling,,,The player rolls a ball to knock over as many pins as possible.,Level 1,No,No,,,,No,
f2ea7405-6098-4378-b0fe-4e398a659fc4,Tennis,,,Tennis involves hitting a ball over a net using a racket.,Level 1,Level 1,No,,,,Yes,
868ff4fe-9fdf-4b94-9bb3-52b1acb80740,Tennis,Deaf Tennis,,"Deaf tennis has a long history in British tennis and playing the sport requires no adaption apart from making sure communication is clear between players, coaches and officials.",Level 1,Level 1,No,No,Level 2,No,Yes,No
178ac9d5-9042-41e4-b8b9-12edf824afbf,Tennis,Padel Tennis,,"The sport is derived from tennis, and the name comes from the English word paddle, referring to the paddles players use during play.",Level 1,Level 1,No,No,Level 1,No,Yes,No
36295b69-22b9-4554-8a87-6ba7ae75426d,Tennis,Visually Impaired Tennis,,,Level 1,Level 1,No,No,Level 2,No,Yes,No
7aa2af56-7454-4061-919e-21be6e3a6a4d,Tennis,Wheelchair Tennis,,,Level 1,Level 1,No,No,Level 1,No,Yes,No
6c572662-df79-44cf-a4f0-19bb0c8dbd73,Tobagganing,,"Sledding, Sledging",,Level 1,No,No,,,,No,
0082b27f-8be5-4ade-ae1f-5f0b2be9e164,Trampolining,,,Trampolining is a competitive Olympic sport in which gymnasts perform acrobatics while bouncing on a trampoline.,Level 1,Level 1,No,,,,Yes,
